,topic,introduction,name,price,cover,authors,translator,publisher,printer,id,weight,language,format,width,height,publish_date,pages
35,am-nhac-1,"Bộ sách (2 phần) gồm những bài tập dành cho những lứa tuổi mầm non, tiểu học nói riêng và những người học mới piano nói chung. Các bài hát trong sách chủ yếu dựa vào các giai điệu, các bài hát thiếu nhi trong và ngoài nước, những tiểu phẩm piano nổi tiếng hoặc soạn từ các bản nhạc giao hưởng - thính phòng kinh điển của thế giới.Trong tuyển tập này, các tiểu phẩm được biên soạn và sắp xếp theo trình độ từ dễ đến khó tăng lên từ từ để các bé có thể thẩm thấu tốt nhất những kiến thức đã học.Đặc biệt, CD đàn mẫu tất cả các tiểu phẩm trong sách là phương tiện hỗ trợ học tập hiệu quả.Với thiết kế gáy xoáy, khổ ngang, nốt nhạc to không phải mất thao tác lật trang khi đang chơi nhạc,... cuốn sách này rất tiện dụng khi đặt trên giá nhạc để thị tấuMời bạn đón đọc.
Bộ sách (2 phần) gồm những bài tập dành cho những lứa tuổi mầm non, tiểu học nói riêng và những người học mới piano nói chung. Các bài hát trong sách chủ yếu dựa vào các giai điệu, các bài hát thiếu nhi trong và ngoài nước, những tiểu phẩm piano nổi tiếng hoặc soạn từ các bản nhạc giao hưởng - thính phòng kinh điển của thế giới.
Trong tuyển tập này, các tiểu phẩm được biên soạn và sắp xếp theo trình độ từ dễ đến khó tăng lên từ từ để các bé có thể thẩm thấu tốt nhất những kiến thức đã học.
Đặc biệt, CD đàn mẫu tất cả các tiểu phẩm trong sách là phương tiện hỗ trợ học tập hiệu quả.
Với thiết kế gáy xoáy, khổ ngang, nốt nhạc to không phải mất thao tác lật trang khi đang chơi nhạc,... cuốn sách này rất tiện dụng khi đặt trên giá nhạc để thị tấu",Tuyển Tập Tiểu Phẩm Piano Măng Non - Tập 1 (Kèm 1 CD),88000,https://www.vinabook.com/images/thumbnails/product/240x/284012_p78611mimg001.jpg,Song Minh,,NXB Dân Trí,Huy Hoàng,8935095623914,286.0,Tiếng Việt,Bìa mềm,20.5,29.5,09/2017,80.0
36,am-nhac-1,"Bộ sách dành cho 2 nhóm đối tượng: Học sinh Tiểu học và Trung học cơ sở đang học piano và Người lớn đã biết chơi piano nhưng kỹ thuật chưa cao. Trong sách học sinh sẽ được thực hành đệm piano ngay chính các ca khúc mà các em đã học ở trường vì khoảng 80% là bài hát chính khóa được yêu thích, os còn lại là những ca khúc thiếu nhi đi cùng năm tháng hoặc đang thịnh hành. Với người lớn, khởi đầu học đệm từ các bài hát thiếu nhi cũng dễ dàng và nhanh chóng có thành quả, bởi đó là những ca khúc ngắn gọn, đơn giản về giai điệu, tiết tấu, hòa thanh, trong sáng và gần gũi với tất cả mọi người. Đặc biệt học viên được hỗ trợ bằng CD-Audio đệm mẫu khá sinh động tất cả các tác phẩm có trong sách.Mời bạn đón đọc.
Bộ sách dành cho 2 nhóm đối tượng: Học sinh Tiểu học và Trung học cơ sở đang học piano và Người lớn đã biết chơi piano nhưng kỹ thuật chưa cao. Trong sách học sinh sẽ được thực hành đệm piano ngay chính các ca khúc mà các em đã học ở trường vì khoảng 80% là bài hát chính khóa được yêu thích, os còn lại là những ca khúc thiếu nhi đi cùng năm tháng hoặc đang thịnh hành. Với người lớn, khởi đầu học đệm từ các bài hát thiếu nhi cũng dễ dàng và nhanh chóng có thành quả, bởi đó là những ca khúc ngắn gọn, đơn giản về giai điệu, tiết tấu, hòa thanh, trong sáng và gần gũi với tất cả mọi người. Đặc biệt học viên được hỗ trợ bằng CD-Audio đệm mẫu khá sinh động tất cả các tác phẩm có trong sách.
Mời bạn đón đọc.",Thực Hành Đệm Piano - Chủ Đề: Ca Khúc Thiếu Nhi - Phần 2 (Kèm 1 CD),99000,https://www.vinabook.com/images/thumbnails/product/240x/283986_p78610mimg985.jpg,Song Minh,,NXB Dân Trí,Huy Hoàng,8935095625338,484.0,Tiếng Việt,Bìa mềm,20.5,29.5,12/2017,140.0
37,am-nhac-1,"Bộ sách dành cho 2 nhóm đối tượng: Học sinh Tiểu học và Trung học cơ sở đang học piano và Người lớn đã biết chơi piano nhưng kỹ thuật chưa cao. Trong sách học sinh sẽ được thực hành đệm piano ngay chính các ca khúc mà các em đã học ở trường vì khoảng 80% là bài hát chính khóa được yêu thích, os còn lại là những ca khúc thiếu nhi đi cùng năm tháng hoặc đang thịnh hành. Với người lớn, khởi đầu học đệm từ các bài hát thiếu nhi cũng dễ dàng và nhanh chóng có thành quả, bởi đó là những ca khúc ngắn gọn, đơn giản về giai điệu, tiết tấu, hòa thanh, trong sáng và gần gũi với tất cả mọi người. Đặc biệt học viên được hỗ trợ bằng CD-Audio đệm mẫu khá sinh động tất cả các tác phẩm có trong sách.
Mời bạn đón đọc.",Thực Hành Đệm Piano - Chủ Đề: Ca Khúc Thiếu Nhi - Phần 1 (Kèm 1 CD),99000,https://www.vinabook.com/images/thumbnails/product/240x/283977_p78609mimg956.jpg,Song Minh,,NXB Dân Trí,Huy Hoàng,8935095625321,440.0,Tiếng Việt,Bìa mềm,20.5,29.5,12/2017,136.0
38,am-nhac-1,"Nhạc sĩ, nghệ sĩ piano Lê Dũng là một trong những lứa nghệ sĩ đầu tiên theo học đàn piano. Ông đã được các bậc thầy piano như: NSND Thái Thị Liên, Vũ Thị Hiển, NSUT Tuyết Minh,…cùng các chuyên gia Liên Xô đào tạo và bồi dưỡng một cách bài bản. Với nhiều năm kinh nghiệm sáng tác, giảng dạy và biểu diễn, ông đã biên soạn một số cuốn sách dành cho những người thực hành chơi đàn piano, trong đó có cuốn Piano cho thiếu nhi. 
Cuốn sách tuyển tập 220 tiểu phẩm nổi tiếng gồm 4 tập, mỗi tập đều tặng kèm CD đánh mẫu. Hi vọng với cuốn sách này sẽ giúp các bạn và các em bồi dưỡng và rèn luyện thêm kĩ năng chơi nhạc, đánh đàn piano thêm thuần thục và điêu luyện.
Mời bạn đón đọc.",Piano Cho Thiếu Nhi - Tập 2 (Tái Bản 2017) - Tặng Kèm CD,76000,https://www.vinabook.com/images/thumbnails/product/240x/277779_p77865mscan0001.jpg,Lê Dũng (Biên Soạn),,NXB Dân Trí,Huy Hoàng,8935095624454,352.0,Tiếng Việt,Bìa mềm,20.5,29.5,09/2017,96.0
39,am-nhac-1,"Bộ sách gồm 4 phần tập hợp 220 tiểu phẩm hay và dễ soạn cho đàn piano. Trong đó, nửa đầu của mỗi cuốn chủ yếu là những tiểu phẩm được chuyển soạn từ các ca khúc thiếu nhi Việt Nam quen thuộc, nửa sau là những tiểu phẩm nước ngoài. Đặc biệt, CD-Rom kèm theo sách giúp người học có thể nghe trước âm thanh của tất cả các tiểu phẩm trong bộ sách. Với thiết kế gáy xoắn, nốt nhạc to, bộ sách này rất tiện  dụng khi đặt trên giá nhạc để thị tấu. Mời bạn đón đọc.
Bộ sách gồm 4 phần tập hợp 220 tiểu phẩm hay và dễ soạn cho đàn piano. Trong đó, nửa đầu của mỗi cuốn chủ yếu là những tiểu phẩm được chuyển soạn từ các ca khúc thiếu nhi Việt Nam quen thuộc, nửa sau là những tiểu phẩm nước ngoài. Đặc biệt, CD-Rom kèm theo sách giúp người học có thể nghe trước âm thanh của tất cả các tiểu phẩm trong bộ sách. Với thiết kế gáy xoắn, nốt nhạc to, bộ sách này rất tiện  dụng khi đặt trên giá nhạc để thị tấu. 
Mời bạn đón đọc.",Piano Cho Thiếu Nhi - Tập 3 (Tái Bản 2017) - Tặng Kèm CD,76000,https://www.vinabook.com/images/thumbnails/product/240x/277278_p77797mscan0001.jpg,Lê Dũng,,NXB Dân Trí,Huy Hoàng,8935095624461,352.0,Tiếng Việt,Bìa mềm,20.5,29.5,09/2017,96.0
40,am-nhac-1,"Cuốn sách lấy tuổi thơ và thời thanh niên của Beethoven làm trọng tâm, lấy tinh thần bất khuất của ông làm cốt lõi, chạm đến thế giới tâm hồn ông thông qua nhiều phương tiện.
Beethoven là nhà soạn nhạc được nhắc tới nhiều nhất và có ảnh hưởng bậc nhất. Ông đã có những đóng góp vĩ đại cho nền nhạc cổ điển thế giới. Những sáng tác của Beethoven mang nhiều tính triết lý sống. Cuốn sách giới thiệu những sáng tác của Beethoven. Những sáng tác này đã trở nên bất hủ và vẫn còn khắc ghi trong lòng của nhiều người nghe nhạc cho đến tận hôm nay.
Mời bạn đón đọc.",Bản Nhạc Đam Mê Beethoven,45000,https://www.vinabook.com/images/thumbnails/product/240x/276975_p77743mimg686.jpg,"Lý Á Bình, Trương Thanh Thanh",Lê Hải Vân,Nxb Lao động,Sách Phú Hà,893507763224,220.0,Tiếng Việt,Bìa mềm,13.5,20.5,10/2017,184.0
41,am-nhac-1,"Âm Nhạc Học Và Hành là những chia sẻ của nhạc sĩ Phạm Duy vầ âm nhạc. Cuốn sách đi sâu vào nhạc lý, cũng như những kinh nghiệm của ông trong quá trình nghiên cứu, học hỏi để từ sự học đó mà soạn ra cái được gọi là “nhạc Phạm Duy”; từ thời kỳ đầu tiên Đi tìm giai điệu - bởi căn bản của âm nhạc là giai điệu, cho đến việc quan sát, ứng dụng những chất liệu cuộc sống, chất liệu dân gian vào ca khúc của mình.
Mời bạn đón đọc.",Âm Nhạc Học Và Hành,94000,https://www.vinabook.com/images/thumbnails/product/240x/253005_p74139m004.jpg,Phạm Duy,,Nxb Thế giới,Phương Nam,8932000125174,374.0,Tiếng Việt,Bìa mềm,16.0,24.0,03/2017,276.0
42,am-nhac-1,"Đàn Piano với âm sắc du dương và sức biểu cảm không giới hạn luôn là người bạn thân thiết của hầu hết những nhạc sĩ thiên tài.
“Nhạc sĩ thiên tài và những bài tập Piano quen thuộc” là cuốn sách tập hợp các tác phẩm piano kinh điển của những nhà soạn nhạc nổi tiếng bậc nhất trên thế giới. Cuốn sách không chỉ đưa bạn đọc trở về năm tháng Bach, Mozart, Beethoven,… đã sinh sống mà bạn đọc còn tự mình trải nghiệm và thưởng thức những bản tình ca sâu lắng và đầy thi vị.
Hy vọng, cuốn sách sẽ mang đến cho học viên Piano nói riêng và những người yêu nhạc nói chung nguồn kiến thức âm nhạc phổ thông cần thiết, giúp chúng ta tiến gần hơn với nghệ thuật âm nhạc bác học",Nhạc Sĩ Thiên Tài & Những Bài Tập Piano Quen Thuộc - Tập 1 (Tái Bản 2016) - Tặng Kèm CD,85000,https://www.vinabook.com/images/thumbnails/product/240x/243537_p73168m605131286885631555370nhacsithientai.jpg,"Cù Minh Nhật, Phạm Phương Hoa",,NXB Thanh Niên,Huy Hoàng,8935095622634,506.0,Tiếng Việt,Bìa mềm,20.5,29.5,12/2016,180.0
43,am-nhac-1,"Bộ sách gồm 4 phần tập hợp 220 tiểu phẩm hay và dễ soạn cho đàn piano. Trong đó, nửa đầu của mỗi cuốn chủ yếu là những tiểu phẩm được chuyển soạn từ các ca khúc thiếu nhi Việt Nam quen thuộc, nửa sau là những tiểu phẩm nước ngoài. Đặc biệt, CD-Rom kèm theo sách giúp người học có thể nghe trước âm thanh của tất cả các tiểu phẩm trong bộ sách. Với thiết kế gáy xoắn, nốt nhạc to, bộ sách này rất tiện  dụng khi đặt trên giá nhạc để thị tấu. 
Mời bạn đón đọc.",Piano Cho Thiếu Nhi - Tập 4 (Tái Bản 2016) - Tặng Kèm CD,76000,https://www.vinabook.com/images/thumbnails/product/240x/250102_p73167m1.jpg,Lê Dũng,,NXB Dân Trí,Huy Hoàng,8935095622573,374.0,Tiếng Việt,Bìa mềm,20.5,29.5,12/2016,92.0
44,am-nhac-1,"Bộ sách gồm 4 phần tập hợp 220 tiểu phẩm hay và dễ soạn cho đàn piano. Trong đó, nửa đầu của mỗi cuốn chủ yếu là những tiểu phẩm được chuyển soạn từ các ca khúc thiếu nhi Việt Nam quen thuộc, nửa sau là những tiểu phẩm nước ngoài. Đặc biệt, CD-Rom kèm theo sách giúp người học có thể nghe trước âm thanh của tất cả các tiểu phẩm trong bộ sách. Với thiết kế gáy xoắn, nốt nhạc to, bộ sách này rất tiện  dụng khi đặt trên giá nhạc để thị tấu. Mời bạn đón đọc.
Bộ sách gồm 4 phần tập hợp 220 tiểu phẩm hay và dễ soạn cho đàn piano. Trong đó, nửa đầu của mỗi cuốn chủ yếu là những tiểu phẩm được chuyển soạn từ các ca khúc thiếu nhi Việt Nam quen thuộc, nửa sau là những tiểu phẩm nước ngoài. Đặc biệt, CD-Rom kèm theo sách giúp người học có thể nghe trước âm thanh của tất cả các tiểu phẩm trong bộ sách. Với thiết kế gáy xoắn, nốt nhạc to, bộ sách này rất tiện  dụng khi đặt trên giá nhạc để thị tấu. 
Mời bạn đón đọc.",Piano Cho Thiếu Nhi - Tập 1 (Tái Bản 2016) - Tặng Kèm CD,76000,https://www.vinabook.com/images/thumbnails/product/240x/246160_p73166m1.jpg,Lê Dũng,,NXB Dân Trí,Huy Hoàng,8935095622566,418.0,Tiếng Việt,Bìa mềm,20.5,29.5,12/2016,108.0
45,am-nhac-1,"Nhạc sĩ, nhà giáo, nghệ sĩ piano Lê Dũng là một trong những nghệ sĩ đầu tiên của Việt Nam theo học đàn Piano. Ông đã được các bậc thầy về Piano như: NSND Thái Thị Liên, Vũ Thị Hiển, NSƯT Tuyết Minh,...cùng các chuyên gia Liên Xô như: I - Xắc Két, Mi - Khai - Nốp - La... đào tạo và bồi dưỡng một cách chuyên nghiệp và bài bản.Với nhiều năm kinh nghiệm biểu diễn, sáng tác và giảng dạy, nhạc sĩ, nhà giáo, nghệ sĩ piano Lê Dũng đã biên soạn khá nhiều đầu sách tham khảo dành cho những người thực hành chơi đàn Piano.Mời bạn đón đọc.
Nhạc sĩ, nhà giáo, nghệ sĩ piano Lê Dũng là một trong những nghệ sĩ đầu tiên của Việt Nam theo học đàn Piano. Ông đã được các bậc thầy về Piano như: NSND Thái Thị Liên, Vũ Thị Hiển, NSƯT Tuyết Minh,...cùng các chuyên gia Liên Xô như: I - Xắc Két, Mi - Khai - Nốp - La... đào tạo và bồi dưỡng một cách chuyên nghiệp và bài bản.
Với nhiều năm kinh nghiệm biểu diễn, sáng tác và giảng dạy, nhạc sĩ, nhà giáo, nghệ sĩ piano Lê Dũng đã biên soạn khá nhiều đầu sách tham khảo dành cho những người thực hành chơi đàn Piano.
Mời bạn đón đọc.",Tuyển Tập Tác Phẩm Piano Cổ Điển Được Yêu Thích - Phần 2 (Tặng Kèm CD) - Tái Bản 2012,67000,https://www.vinabook.com/images/thumbnails/product/240x/235624_p72139mtuyentap2.jpg,Lê Dũng,,Nxb Âm nhạc,Huy Hoàng,8935095622016,374.0,Tiếng Việt,Bìa mềm,20.5,29.5,06/2012,140.0
46,am-nhac-1,"Nhạc sĩ, nhà giáo, nghệ sĩ piano Lê Dũng là một trong những nghệ sĩ đầu tiên của Việt Nam theo học đàn Piano. Ông đã được các bậc thầy về Piano như: NSND Thái Thị Liên, Vũ Thị Hiển, NSƯT Tuyết Minh,... cùng các chuyên gia Liên Xô như: I - Xắc Két, Mi - Khai - Nốp - La... đào tạo và bồi dưỡng một cách chuyên nghiệp và bài bản.
Với nhiều năm kinh nghiệm biểu diễn, sáng tác và giảng dạy, nhạc sĩ, nhà giáo, nghệ sĩ piano Lê Dũng đã biên soạn khá nhiều đầu sách tham khảo dành cho những người thực hành chơi đàn Piano.
Tuyển tập tác phẩm piano cổ điển được yêu thích bao gồm 2 phần, tập hợp 68 tuyệt phẩm Piano cổ điển nổi tiếng được rất nhiều người yêu thích của các soạn giả lừng danh trên thế giới như: Mélodie (Giai điệu) của R. Schumann, Sprring song (Bài ca mùa xuân) của W. A. Mozart, Sonatina (bản xô - nát nhỏ) của F. Spindler,...
Mời bạn đón đọc.",Tuyển Tập Tác Phẩm Piano Cổ Điển Được Yêu Thích - Phần 1 (Tặng Kèm CD) - Tái Bản 2012,76000,https://www.vinabook.com/images/thumbnails/product/240x/235622_p72138m001.jpg,Lê Dũng,,Nxb Âm nhạc,Huy Hoàng,8935095622023,440.0,Tiếng Việt,Bìa mềm,20.5,29.5,06/2012,168.0
47,am-nhac-1,"Âm nhạc là bộ môn nghệ thuật phản ánh cuộc sống xung quanh ta bằng các hình tượng âm thanh. Cũng như các bộ môn nghệ thuật khác với sức mạnh diễn cảm lớn lao, âm nhạc thể hiện với tất cả những gì gắn liền với cuộc sống của con người: niềm vui và nỗi đau khổ, đấu tranh sinh tồn, niềm suy tư thầm kín, chí hướng và ước mơ hạnh phúc.Kỹ Thuật Thực Hành & Tự Học Guitar là sự kết hợp giữa lý thuyết và thực hành guitar từ cǎn bản đến nâng cao mang tính khoa học và thực tế áp dụng cao. Một số phần thú vị mới như: các bảng scale hướng dẫn tạo ra những dòng giai điệu đặc trưng cho nhiều phong cách nhạc, phần đệm theo một số loại tiết tấu phổ biến hiện nay. Phần trọng tâm của cuốn sách là Kỹ thuật Solo. Người đọc có thể dùng cho cả guitar thùng và guitar điện.Với hướng dẫn và hình ảnh minh họa rõ ràng, chi tiết, dễ hiểu sẽ giúp cho độc giả dễ dàng học, luyện tập guitar một cách nhanh chóng và hiệu quả nhất.Mời bạn đón đọc.
Âm nhạc là bộ môn nghệ thuật phản ánh cuộc sống xung quanh ta bằng các hình tượng âm thanh. Cũng như các bộ môn nghệ thuật khác với sức mạnh diễn cảm lớn lao, âm nhạc thể hiện với tất cả những gì gắn liền với cuộc sống của con người: niềm vui và nỗi đau khổ, đấu tranh sinh tồn, niềm suy tư thầm kín, chí hướng và ước mơ hạnh phúc.
Kỹ Thuật Thực Hành & Tự Học Guitar là sự kết hợp giữa lý thuyết và thực hành guitar từ cǎn bản đến nâng cao mang tính khoa học và thực tế áp dụng cao. Một số phần thú vị mới như: các bảng scale hướng dẫn tạo ra những dòng giai điệu đặc trưng cho nhiều phong cách nhạc, phần đệm theo một số loại tiết tấu phổ biến hiện nay. Phần trọng tâm của cuốn sách là Kỹ thuật Solo. Người đọc có thể dùng cho cả guitar thùng và guitar điện.
Với hướng dẫn và hình ảnh minh họa rõ ràng, chi tiết, dễ hiểu sẽ giúp cho độc giả dễ dàng học, luyện tập guitar một cách nhanh chóng và hiệu quả nhất.",Kỹ Thuật Thực Hành & Tự Học Guitar (Tái Bản 2016),46000,https://www.vinabook.com/images/thumbnails/product/240x/232074_p71490mimg001.jpg,Hoài An,,Nxb Tổng hợp TP.HCM,Trí Việt,8935086839256,330.0,Tiếng Việt,Bìa mềm,20.5,28.5,09/2016,128.0
48,am-nhac-1,"Tiếp theo Piano 1,2,3,4 chúng tôi xin gửi tới quý độc giả Piano - Quyển 5 - Với chủ đề ""Thành phố tôi yêu""
Phần 1: Độc tấu
Phần 2: Dạy đệm điệu Slow rock
Mời bạn đón đọc.",Piano - Quyển 5,43000,https://www.vinabook.com/images/thumbnails/product/240x/229404_p71122mb.jpg,Nguyễn Tài Tuấn,,NXB Thanh Niên,Đinh Tị,8935212322768,132.0,Tiếng Việt,Bìa mềm,21.0,29.7,09/2016,40.0
49,am-nhac-1,"Organ điện tử không thuần túy là một nhạc cụ, nó là sản phẩm của công nghệ điện tử hiện đại. Theo xu hướng phát triển mạnh mẽ của công nghệ, Organ điện tử ngày càng được tích hợp thêm nhiều tính năng mới. Thực tế một cây đàn Organ điện tử cao cấp có thể tạo ra hiệu quả âm thanh gần như một dàn nhạc nhẹ.
Mặc dù có chức năng đệm hát rất nổi trội nhưng cho đến nay, chưa có nhiều tài liệu hướng dẫn cách đệm Organ điện tử một cách hiệu quả.
Xin trân trọng giới thiệu đến các bạn yêu thích cây đàn này bộ tài liệu ""Học Đệm Organ"" do Ths. Cù Minh Nhật biên soạn. Bộ sách gồm 4 phần, lần lượt hướng dẫn học đệm hầu hết các tiết điệu nhạc nhẹ thông dụng.
Với những người học đệm, có thể nói đây là bộ sách rất thiết thực, vì mỗi bài đệm đều được trình bày sinh động trong CD- ROM tặng kèm. Điều này giúp học viên hình dung cụ thể  hầu hết các vấn đề đệm hát: từ cách chọn và cài đặt các dữ liệu (tiết tấu, âm sắc, tốc độ...) ghi nhớ các nét giai điệu và hợp âm đệm; cho đến sự mường tượng khái quát về bố cục bài đệm (nhạc dạo, cách đảo trống cuối câu nhạc hoặc đoạn nhạc, cách dằn nhấn, cách kết bài,...)
Mặc dù bộ sách chia làm nhiều phần nhưng không phải phần sau khó hơn phần trước, mà mỗi phần đều khởi đầu từ trình độ cơ bản và chuyên biệt về cách đệm một số tiết điệu nhất định.
(Giá = Sách + 1 CD)
Mời bạn đón đọc.",Học Đệm Organ - Tập 4 (Tặng Kèm CD),76000,https://www.vinabook.com/images/thumbnails/product/240x/214663_p68921mbiatruoc.jpg,Cù Minh Nhật,,Nxb Âm nhạc,Huy Hoàng,8935095619122,440.0,Tiếng Việt,Bìa mềm,20.5,29.5,2015,148.0
50,am-nhac-1,"Tập sách ""108 Ca Khúc Truyền Thống Hội - Đoàn - Đội"" gồm những bài hát được viết ở nhiều đề tài khác nhau và thường được dùng trong những buổi sinh hoạt tập thể.Cuộc sống của mỗi chúng ta không thể tách rời khỏi cộng đồng cũng như tâm hồn con người không thể thiếu lời ca, tiếng hát. Mỗi bài hát hay, có sức sống vượt thời gian sẽ nâng cánh cho những ước mơ tốt đẹp của chúng ta bay cao, bay xa. Khi đó tâm hồn của mỗi con người sẽ rộng mở hơn, thân ái hơn và chúng ta sẽ xích lại gần nhau hơn. Từ không khí rộn ràng, vui tươi của bài hát Ca ngợi Tổ Quốc, Trái Đất này là của chúng mình, hay như không khí trầm lắng, lưu luyến của Mong ước kỷ niệm xưa, Tạm biệt cho đến không khí hừng hực sức trẻ của Bài Ca Sinh Viên, Tuổi Trẻ Thế Hệ Bác Hồ, Bác Đang Cùng Chúng Cháu Hành Quân... tất cả đều thể hiện tình thân ái, gắn bó của chúng ta trong các buổi sinh hoạt tập thể .Mời bạn đón đọc.
Tập sách ""108 Ca Khúc Truyền Thống Hội - Đoàn - Đội"" gồm những bài hát được viết ở nhiều đề tài khác nhau và thường được dùng trong những buổi sinh hoạt tập thể.
Cuộc sống của mỗi chúng ta không thể tách rời khỏi cộng đồng cũng như tâm hồn con người không thể thiếu lời ca, tiếng hát. Mỗi bài hát hay, có sức sống vượt thời gian sẽ nâng cánh cho những ước mơ tốt đẹp của chúng ta bay cao, bay xa. Khi đó tâm hồn của mỗi con người sẽ rộng mở hơn, thân ái hơn và chúng ta sẽ xích lại gần nhau hơn. Từ không khí rộn ràng, vui tươi của bài hát Ca ngợi Tổ Quốc, Trái Đất này là của chúng mình, hay như không khí trầm lắng, lưu luyến của Mong ước kỷ niệm xưa, Tạm biệt cho đến không khí hừng hực sức trẻ của Bài Ca Sinh Viên, Tuổi Trẻ Thế Hệ Bác Hồ, Bác Đang Cùng Chúng Cháu Hành Quân... tất cả đều thể hiện tình thân ái, gắn bó của chúng ta trong các buổi sinh hoạt tập thể .",108 Ca Khúc Truyền Thống Hội-Đoàn-Đội (Tái Bản 2013),52000,https://www.vinabook.com/images/thumbnails/product/240x/202561_p67169mbt.jpg,,,Nxb Âm nhạc,Huy Hoàng,8935095615490,352.0,Tiếng Việt,Bìa mềm,19.0,27.0,2013,192.0
