,topic,introduction,name,price,cover,authors,translator,publisher,printer,id,weight,language,format,width,height,publish_date,pages
17,du-lich-1,"Đến Hàn Quốc thời điểm nào để có thể ngắm “mưa” hoa anh đào, để dạo bước trên những con đường phủ đầy lá vàng và ngắm tuyết rơi?Đến Hàn Quốc nên ở đâu, đi đâu, làm gì, ăn gì?Đến Hàn Quốc làm sao để đi fansign, fanmeeting, concert và gặp gỡ các oppa?Làm thế nào để trải nghiệm Hàn Quốc một cách trọn vẹn nhất?Chia sẻ những thông tin cần thiết để lên kế hoạch cho một chuyến đi hoàn hảo.Truyền cảm hứng cho bạn để kéo gần ước mơ Hàn Quốc và thực hiện chuyến đi sớm nhất có thể.HẸN GẶP Ở HÀN QUỐC NHÉ!Mời bạn đón đọc.
Đến Hàn Quốc thời điểm nào để có thể ngắm “mưa” hoa anh đào, để dạo bước trên những con đường phủ đầy lá vàng và ngắm tuyết rơi?
Đến Hàn Quốc nên ở đâu, đi đâu, làm gì, ăn gì?
Đến Hàn Quốc làm sao để đi fansign, fanmeeting, concert và gặp gỡ các oppa?
Làm thế nào để trải nghiệm Hàn Quốc một cách trọn vẹn nhất?
Chia sẻ những thông tin cần thiết để lên kế hoạch cho một chuyến đi hoàn hảo.
Truyền cảm hứng cho bạn để kéo gần ước mơ Hàn Quốc và thực hiện chuyến đi sớm nhất có thể.
HẸN GẶP Ở HÀN QUỐC NHÉ!",Hàn Quốc - Tôi Mong Đi Và Tôi Sẽ Đến,100000,https://www.vinabook.com/images/thumbnails/product/240x/326088_p85998m16.jpg,Trần Minh Hằng,,Nxb Trẻ,NXB Trẻ,8934974158424,242.0,Tiếng Việt,Bìa mềm,13.0,20.0,12/2018,224.0
18,du-lich-1,"""Lâu nay người ta thường nói du lịch là một ngành kinh tế nhưng thực ra, nội hàm của nó là văn hóa vì bản chất của du lịch là đi tìm cái mới, tận hưởng, hóa thân. Chính hoạt động du lịch đã tạo ra văn hóa du lịch, một loại văn hóa giao tiếp, ứng xử trong hoạt động du lịch của du khách và các đối tượng có liên quan, nó là sản phẩm của thời đại. Văn hóa du lịch đòi hỏi các nhóm đối tượng tham gia vào hoạt động du lịch phải có những ứng xử, giao tiếp hài hòa, theo thông lệ toàn cầu và quy tắc ứng xử văn minh của nhân loại"".
Mời bạn đón đọc.",Bàn Về Văn Hóa Du Lịch Việt Nam,79000,https://www.vinabook.com/images/thumbnails/product/240x/301364_p82078mbanve.jpg,"Võ Văn Thành, Phan Huy Xu",,Nxb Tổng hợp TP.HCM,NXBTH TPHCM,9786045853634,440.0,Tiếng Việt,Bìa mềm,16.0,24.0,12/2016,336.0
19,du-lich-1,"Oxford Thương Yêu
 (truyện dài): Lấy bối cảnh tại trường đại học Oxford - Anh xoay quanh 
mối tình của cô sinh viên Việt Nam và người trợ giảng Bồ Đào Nha, với 
một kết thúc có hậu. 
Oxford Thương Yêu lôi cuốn người đọc
 bằng những đoạn tả cảnh thiên nhiên tuyệt đẹp, những quan niệm sống cởi
 mở và hướng thiện của một lớp thanh niên trưởng thành trong giai đoạn 
đất nước được đổi mới. Ở nhiều đoạn, tác phẩm được khắc họa như một bức 
tranh lung linh màu sắc và sống động hiện thực. 
*** 
""Kim
 chưa kịp vui mừng vì đã thuyết phục được Fernando, anh đã đập bàn đánh 
rầm đầy giận dữ: lười biếng thì có thể tha chứ dối trá thì không chấp 
nhận được!. Tiếng đập bàn cộng thêm tiếng thét bất mãn của Fernado rồi 
tiếng khóc rống não nùng của Kim làm thành một tạp âm đầy kịch tính, thu
 hút gần như toàn bộ sinh viên ở tầng lầu. Bọn chúng tranh nhau áp tai 
vào cửa và hai vách của hai phòng kế bên như những con ruồi bẹp dí bên 
hũ mật. Giọng Fernando cao vút: 
- Còn gì để nói nữa không? 
- Hu... hu... - Chỉ nghe Kim khóc già 
-
 Em nghĩ tôi là ai? - Fernando đanh giọng - Tại sao mỗi sáng tôi phải 
đến đây tập thể dục với em? Tại sao cuối tuần tôi phải đi siêu thị với 
em? Tại sao tôi phải mất thời giờ và công sức để quan tâm đến cái sự học
 của em? Tại sao tôi muốn em làm việc có phương pháp? Tại sao tôi muốn 
em có sức khoẻ tốt? Tại sao? Tại sao? Bên ngoài bọn, bọn sinh viên nhiều
 chuyện cũng nhìn nhau hỏi: Tại sao? Tại sao?..."" 
Mời bạn đón đọc.",Oxford Thương Yêu - Tái bản 02/2014,45000,https://www.vinabook.com/images/thumbnails/product/240x/287868_p79301mbiatruoc9u5gha.jpg,Dương Thụy,,Nxb Trẻ,NXB Trẻ,1130000079301,330.0,,Bìa mềm,13.0,20.0,02/2014,280.0
20,du-lich-1,"Với môi trường học tập an toàn, năng động và hiện đại, Đức được coi là một trong những điểm du học hàng đầu thế giới khi có rất nhiều trường học, chương trình học sinh viên không phải trả bất cứ khoản học phí nào. Điều này được áp dụng đối với cả các sinh viên nước ngoài. Hãy bắt đầu từ cuốn sách Nước Đức trong lòng bàn tay cuốn cẩm nang du học của tác giả Trần Mai, nếu bạn đang có kế hoạch đi du học Đức. Ngay cả khi, bạn chưa có kế hoạch gì thì rất có thể du học Đức là một trong những lựa chọn của bạn.Trong cuốn sách này, tác giả sẽ kể cho bạn nghe về con đường du học của mình, về những kinh nghiệm với đủ cả nắng ấm và mưa rào, để bạn cân nhắc trước khi đưa ra lựa chọn cho bản thân. Lẽ dĩ nhiên là con đường của bạn rồi sẽ khác. Năm tháng qua đi, chỉ có những trải nghiệm và ký ức sẽ được lưu giữ. Dù cuối cùng, bạn quyết định như thế nào thì cũng hy vọng rằng, bạn đã sống trọn vẹn không có điều gì phải nuối tiếc.Cuốn sách này sẽ giúp bạn:Lên kế hoạch đi du học ở Đức.Tự chuẩn bị các bước trong hành trình đi du học.Có một cái nhìn đa chiều về cuộc sống du học ở Đức.Hiểu biết thêm về văn hóa, con người Đức.Định hướng cho cuộc sống sau khi tốt nghiệp.Mời bạn đón đọc.
Với môi trường học tập an toàn, năng động và hiện đại, Đức được coi là một trong những điểm du học hàng đầu thế giới khi có rất nhiều trường học, chương trình học sinh viên không phải trả bất cứ khoản học phí nào. Điều này được áp dụng đối với cả các sinh viên nước ngoài. Hãy bắt đầu từ cuốn sách Nước Đức trong lòng bàn tay cuốn cẩm nang du học của tác giả Trần Mai, nếu bạn đang có kế hoạch đi du học Đức. Ngay cả khi, bạn chưa có kế hoạch gì thì rất có thể du học Đức là một trong những lựa chọn của bạn.
Trong cuốn sách này, tác giả sẽ kể cho bạn nghe về con đường du học của mình, về những kinh nghiệm với đủ cả nắng ấm và mưa rào, để bạn cân nhắc trước khi đưa ra lựa chọn cho bản thân. Lẽ dĩ nhiên là con đường của bạn rồi sẽ khác. Năm tháng qua đi, chỉ có những trải nghiệm và ký ức sẽ được lưu giữ. Dù cuối cùng, bạn quyết định như thế nào thì cũng hy vọng rằng, bạn đã sống trọn vẹn không có điều gì phải nuối tiếc.
Cuốn sách này sẽ giúp bạn:
Lên kế hoạch đi du học ở Đức.Tự chuẩn bị các bước trong hành trình đi du học.Có một cái nhìn đa chiều về cuộc sống du học ở Đức.Hiểu biết thêm về văn hóa, con người Đức.Định hướng cho cuộc sống sau khi tốt nghiệp.",Nước Đức Trong Lòng Bàn Tay,68000,https://www.vinabook.com/images/thumbnails/product/240x/275473_p77598mncctronglngbntay.jpg,Trần Mai,,Nxb Thế giới,Alpha books,8935251405156,264.0,Tiếng Việt,Bìa mềm,13.0,20.5,10/2017,224.0
21,du-lich-1,"Bụi đường tuổi trẻ  là cuốn sách du lịch, du ký của tác giả Tâm Bùi, hãy cùng tác giả băng qua những biên giới địa lí, vượt lên các rào cản đời thường, để chạm vào niềm đam mê và khao khát tự do của tuổi trẻ.Tâm Bùi là mẫu hình tiêu biểu của thế hệ millennials Việt Nam: Trưởng thành trong bầu khí quyển Internet, khát khao mãnh liệt thể hiện cái tôi, hành động dưới mách bảo của con tim lẫn lí trí, và theo đuổi con đường đã chọn đến cùng.Từng ngờ vực bản thân, từng chạm đáy thất vọng, thế rồi, trong một khoảnh khắc lóe sáng, Tâm quyết định thay đổi, bằng cách giản dị nhưng cũng đầy thách thức: Lên đường!Băng qua những đường mòn heo hút dưới chân dãy Himalaya ở Ấn Độ, theo dòng sông Li tìm gặp một nhân vật đặc biệt ở Trung Quốc, vượt qua hiểm nguy đặt chân lên cao nguyên huyền bí Tây Tạng… những câu chuyện của Tâm đầy ắp thông tin, xúc cảm, cùng vô số phát hiện bất ngờ.Bụi đường tuổi trẻ là hành trình song đôi của ngôn từ và hình ảnh. Ngôn từ tin cậy mà dịu dàng. Hình ảnh chân thực mà bay bổng. Theo từng trang sách, ta cùng Tâm băng qua những biên giới địa lí, vượt lên các rào cản đời thường, để chạm vào niềm đam mê và khao khát tự do - thứ tinh chất cuộc sống trao tặng duy nhất một lần, khi ta còn trẻ.Mời bạn đón đọc.
Bụi đường tuổi trẻ  là cuốn sách du lịch, du ký của tác giả Tâm Bùi, hãy cùng tác giả băng qua những biên giới địa lí, vượt lên các rào cản đời thường, để chạm vào niềm đam mê và khao khát tự do của tuổi trẻ.
Tâm Bùi là mẫu hình tiêu biểu của thế hệ millennials Việt Nam: Trưởng thành trong bầu khí quyển Internet, khát khao mãnh liệt thể hiện cái tôi, hành động dưới mách bảo của con tim lẫn lí trí, và theo đuổi con đường đã chọn đến cùng.
Từng ngờ vực bản thân, từng chạm đáy thất vọng, thế rồi, trong một khoảnh khắc lóe sáng, Tâm quyết định thay đổi, bằng cách giản dị nhưng cũng đầy thách thức: Lên đường!
Băng qua những đường mòn heo hút dưới chân dãy Himalaya ở Ấn Độ, theo dòng sông Li tìm gặp một nhân vật đặc biệt ở Trung Quốc, vượt qua hiểm nguy đặt chân lên cao nguyên huyền bí Tây Tạng… những câu chuyện của Tâm đầy ắp thông tin, xúc cảm, cùng vô số phát hiện bất ngờ.
Bụi đường tuổi trẻ là hành trình song đôi của ngôn từ và hình ảnh. Ngôn từ tin cậy mà dịu dàng. Hình ảnh chân thực mà bay bổng. Theo từng trang sách, ta cùng Tâm băng qua những biên giới địa lí, vượt lên các rào cản đời thường, để chạm vào niềm đam mê và khao khát tự do - thứ tinh chất cuộc sống trao tặng duy nhất một lần, khi ta còn trẻ.",Bụi Đường Tuổi Trẻ,135000,https://www.vinabook.com/images/thumbnails/product/240x/271594_p77091mimg353.jpg,Tâm Bùi,,NXB Kim Đồng,NXB Kim Đồng,9786042095808,528.0,Tiếng Việt,Bìa mềm,18.5,25.0,09/2017,152.0
22,du-lich-1,"Một cuốn sách du ký chắc chắn sẽ khiến cảm hứng Đi, Chơi và Yêu của bạn tăng vọt. Một cuốn sách nhất định sẽ khiến bạn “yêu Seoul như yêu một anh chàng mắt híp”!Vì sao ư? Vì Seoul trong cuốn sách này không chỉ là một thành phố, mà đó chắc chắn là một anh chàng! Một anh chàng ăn mặc rất sành điệu, có chút khó đoán nhưng cực kỳ galant, đã thế lại hay nói ngọt, điểm cộng rất lớn của “chàng” là chàng có đến cả tỉ thứ ngon lành và xinh đẹp, khiến bạn yêu một lần rồi là cứ muốn yêu mãi chẳng ngừng, chẳng muốn về, chẳng muốn yêu ai khác nữa!Cuốn sách được Quỳnh in Seoul viết từ 7 năm kinh nghiệm sống ở Hàn Quốc, với tất cả tình yêu dành cho thành phố mà Quỳnh “luôn giữ cho mình một lý do để quay lại”. Một cuốn guidebook vô cùng thiết thực, bởi chỉ cần có quyển sách này, bạn sẽ chinh phục cả Seoul, bạn sẽ có thể đi, ăn, chơi như một người dân bản địa. Nhưng đây tuyệt đối không phải là một cuốn guidebook thông thường – bởi bạn thử tưởng tượng xem – với nó, bạn có thể đến từng ngóc ngách, từng “hẻm xéo” thú vị của thành phố này. (Có cuốn sách nào sẽ “bật mí” cho bợi nơi có thể uống ly cocktail rượu gạo ngon nhất kia chứ?) Nó cho bạn rất nhiều trải nghiệm khác nhau về Seoul, đưa bạn đến khu Gangnam sầm uất và thượng lưu, nhưng cũng không quên chỉ cho bạn thấy khu ổ chuột dưới chân Cửu Long Sơn ngay gần đấy…Đây còn là cuốn “nhật ký Seoul” của Quỳnh – nơi mọi địa danh, mọi lễ hội và mùa đều có những ký ức và kỷ niệm rất riêng của tuổi trẻ. Bạn sẽ bắt gặp trong sách thứ tình yêu đầu đời trong sáng, lửng lơ trong những cơn mưa mùa hè vần vũ với chiếc ô trong. Câu chuyện về kem cá ấm áp và ngọt ngào. Và cả lần đi lạc đầu tiên, lần hẹn hò đầu tiên nữa… Bạn không chỉ khám phá Seoul thôi đâu, mà còn khám phá cả một phần tuổi trẻ của Quỳnh nữa đó. Vậy thì, bạn đã sẵn sàng để yêu Seoul như yêu một anh chàng mắt híp chưa? À, và tại sao lại là mắt híp nhỉ? Bởi vì “Mắt của anh bé xíu, chỉ nhìn thấy mỗi một mình em, yêu một mình em xinh đẹp!”Mời bạn đón đọc.
Một cuốn sách du ký chắc chắn sẽ khiến cảm hứng Đi, Chơi và Yêu của bạn tăng vọt. Một cuốn sách nhất định sẽ khiến bạn “yêu Seoul như yêu một anh chàng mắt híp”!
Vì sao ư? Vì Seoul trong cuốn sách này không chỉ là một thành phố, mà đó chắc chắn là một anh chàng! Một anh chàng ăn mặc rất sành điệu, có chút khó đoán nhưng cực kỳ galant, đã thế lại hay nói ngọt, điểm cộng rất lớn của “chàng” là chàng có đến cả tỉ thứ ngon lành và xinh đẹp, khiến bạn yêu một lần rồi là cứ muốn yêu mãi chẳng ngừng, chẳng muốn về, chẳng muốn yêu ai khác nữa!
Cuốn sách được Quỳnh in Seoul viết từ 7 năm kinh nghiệm sống ở Hàn Quốc, với tất cả tình yêu dành cho thành phố mà Quỳnh “luôn giữ cho mình một lý do để quay lại”. Một cuốn guidebook vô cùng thiết thực, bởi chỉ cần có quyển sách này, bạn sẽ chinh phục cả Seoul, bạn sẽ có thể đi, ăn, chơi như một người dân bản địa. Nhưng đây tuyệt đối không phải là một cuốn guidebook thông thường – bởi bạn thử tưởng tượng xem – với nó, bạn có thể đến từng ngóc ngách, từng “hẻm xéo” thú vị của thành phố này. (Có cuốn sách nào sẽ “bật mí” cho bợi nơi có thể uống ly cocktail rượu gạo ngon nhất kia chứ?) Nó cho bạn rất nhiều trải nghiệm khác nhau về Seoul, đưa bạn đến khu Gangnam sầm uất và thượng lưu, nhưng cũng không quên chỉ cho bạn thấy khu ổ chuột dưới chân Cửu Long Sơn ngay gần đấy…
Đây còn là cuốn “nhật ký Seoul” của Quỳnh – nơi mọi địa danh, mọi lễ hội và mùa đều có những ký ức và kỷ niệm rất riêng của tuổi trẻ. Bạn sẽ bắt gặp trong sách thứ tình yêu đầu đời trong sáng, lửng lơ trong những cơn mưa mùa hè vần vũ với chiếc ô trong. Câu chuyện về kem cá ấm áp và ngọt ngào. Và cả lần đi lạc đầu tiên, lần hẹn hò đầu tiên nữa… Bạn không chỉ khám phá Seoul thôi đâu, mà còn khám phá cả một phần tuổi trẻ của Quỳnh nữa đó. 
Vậy thì, bạn đã sẵn sàng để yêu Seoul như yêu một anh chàng mắt híp chưa? À, và tại sao lại là mắt híp nhỉ? Bởi vì “Mắt của anh bé xíu, chỉ nhìn thấy mỗi một mình em, yêu một mình em xinh đẹp!”",Seoul - Đến Và Yêu,82000,https://www.vinabook.com/images/thumbnails/product/240x/263080_p76111mseoul.jpg,Quỳnh in Seoul,,Nxb Thế giới,AZ books,9786047733408,286.0,Tiếng Việt,Bìa mềm,14.5,20.0,19/06/2017,192.0
23,du-lich-1,"Bộ sách nghiên cứu về văn hóa này gồm 7 chủ đề:- Văn hóa hội nhập- Văn hóa giao tiếp- Văn hóa giáo dục- Văn hóa đạo đức- Văn hóa lễ hội- Văn hóa du lịch ở Việt Nam- Văn hóa Việt Nam - hỏi và đápHy vọng bộ sách sẽ cung cấp những kiến thức cơ bản trong việc tìm hiểu về hội nhập văn hóa trong bối cảnh thế giới của Việt Nam nói riêng và thế giới nói chung. Sách sẽ đưa ra những kiến thức bao quát và hệ thống về tiến trình hội nhập và thực trạng văn hóa Việt, từ đó xác định những biện pháp để giữ gìn, bảo lưu bản sắc văn hóa dân tộc.Mời bạn đón đọc.
Bộ sách nghiên cứu về văn hóa này gồm 7 chủ đề:
- Văn hóa hội nhập
- Văn hóa giao tiếp
- Văn hóa giáo dục
- Văn hóa đạo đức
- Văn hóa lễ hội
- Văn hóa du lịch ở Việt Nam
- Văn hóa Việt Nam - hỏi và đáp
Hy vọng bộ sách sẽ cung cấp những kiến thức cơ bản trong việc tìm hiểu về hội nhập văn hóa trong bối cảnh thế giới của Việt Nam nói riêng và thế giới nói chung. Sách sẽ đưa ra những kiến thức bao quát và hệ thống về tiến trình hội nhập và thực trạng văn hóa Việt, từ đó xác định những biện pháp để giữ gìn, bảo lưu bản sắc văn hóa dân tộc.",Văn Hóa Du Lịch Ở Việt Nam,54000,https://www.vinabook.com/images/thumbnails/product/240x/257938_p75181mimg393.jpg,Quế Hương,,Nxb Khoa học xã hội,Thăng Long,8935075938373,264.0,Tiếng Việt,Bìa mềm,13.0,20.5,03/2016,272.0
24,du-lich-1,"Di sản văn hóa luôn đóng vai trò quan trọng trong lịch sử hình thành, phát triển của quốc gia, dân tộc, vùng miền. Đó không chỉ là tài sản của riêng một vùng đất hay con người địa phương, mà còn là tài sản vô cùng quý giá của quốc gia, phản ánh một cách tập trung nhất, tiêu biểu nhất truyền thống văn hóa Việt Nam. Trong các loại hình di sản văn hóa ở Việt Nam, có những giá trị di sản mang tầm vóc thế giới, được cả nhân loại tôn vinh và là ""kho báu"" vô giá đối với ngành du lịch. Vì vậy,  việc phát triển du lịch trên cơ sở khai thác hợp lý giá trị di sản văn hóa thế giới là việc cần kíp và lâu dài.
Mời bạn đón đọc.",Phát Triển Du Lịch Trên Cơ Sở Khai Thác Hợp Lý Giá Trị Di Sản Văn Hóa Thế Giới Vật Thể,67200,https://www.vinabook.com/images/thumbnails/product/240x/251833_p74484m8935075938854au547d20160704t085838.jpg,Nguyễn Thị Thống Nhất,,NXB Đà Nẵng,Thăng Long,8935075938854,330.0,Tiếng Việt,Bìa mềm,16.0,24.0,06/2016,240.0
25,du-lich-1,"Có thể khẳng định phần lớn tài nguyên du lịch là các giá trị, thành tựu, công trình văn hóa của dân tộc trong sự gắn bó với môi trường tự nhiên và xã hội. Bên cạnh đó, tài nguyên du lịch còn gắn trực tiếp với tiến trình lịch sử, truyền thống văn hóa của dân tộc qua các thời kỳ khác nhau. Như vậy, đối với du lịch bền vững, văn hóa trở thành tài nguyên tạo nên sự hấp dẫn có chiều sâu nhất để khai thác. Cuốn sách ""Một số vấn đề văn hóa du lịch Việt Nam"" giúp chúng ta hiểu hơn về mối quan hệ này.
Mời bạn đón đọc.",Một Số Vấn Đề Văn Hóa Du Lịch Việt Nam,74000,https://www.vinabook.com/images/thumbnails/product/240x/251734_p74385m050.jpg,Võ Văn Thành,,NXB Văn hóa - Văn nghệ,Thăng Long,8935075940062,374.0,Tiếng Việt,Bìa mềm,13.5,21.0,12/2016,372.0
26,du-lich-1,"Việt Nam là một nước có nhiều Di sản Thế giới. Theo số liệu thống kê mới nhất đến tháng 12 năm 2016, cả nước hiện có 26 Di sản Thế giới được UNESCO công nhận thuộc các lĩnh vực như: Di sản thiên nhiên, di sản địa chất toàn cầu, di sản văn hóa vật thể, di sản văn hóa phi vật thể, di sản tư liệu và di sản hỗn hợp. Đây là nguồn tài nguyên vô cùng quý giá để phát triển du lịch Việt Nam trong thời đại toàn cầu hóa và hội nhập quốc tế.Trong 26 Di sản Thế giới, chúng ta có: 3 di sản thiên nhiên thế giới (Vịnh Hạ Long, Vườn Quốc gia Phong Nha - Kẻ Bàng, Công viên địa chất toàn cầu - Cao nguyên đá Đồng Văn); 12 di sản văn hóa thế giới (Quần thể di tích Cố đô Huế, Khu đền tháp Mỹ Sơn, Phố cổ Hội An, Mộc bản triều Nguyễn, Bia đá các khoa thi Tiến sĩ triều Lê và Mạc, Khu di tích trung tâm Hoàng thành Thăng Long - Hà Nội, Thành nhà Hồ, Mộc bản Chùa Vĩnh Nghiêm - Bắc Giang, Châu bản triều Nguyễn, Quần thể danh thắng Tràng An, Thơ văn trên kiến trúc Cung đình Huế, Mộc bản trường học Phúc Giang - Hà Tĩnh); 11 di sản văn hóa phi vật thể thế giới (Nhã nhạc cung đình Việt Nam, Không gian văn hóa cồng chiêng Tây Nguyên, Dân ca Quan họ, Nghệ thuật ca trù, Hội Gióng ở đền Phù Đổng và đền Sóc, Hát Xoan ở Phú Thọ, Tín ngưỡng thờ cúng Hùng Vương, Nghệ thuật đờn ca tài tử Nam bộ, Dân ca Ví - Giặm Nghệ Tĩnh, Nghi lễ và trò chơi kéo co, Thực hành tín ngưỡng thờ Mẫu Tam Phủ của người Việt).Hy vọng cuốn sách nhỏ này sẽ cung cấp cho bạn đọc tương đối đầy đủ những thông tin thú vị để chuẩn bị hành trình du lịch khám phá vẻ đẹp bất tận của đất nước Việt Nam.Mời bạn đón đọc.
Việt Nam là một nước có nhiều Di sản Thế giới. Theo số liệu thống kê mới nhất đến tháng 12 năm 2016, cả nước hiện có 26 Di sản Thế giới được UNESCO công nhận thuộc các lĩnh vực như: Di sản thiên nhiên, di sản địa chất toàn cầu, di sản văn hóa vật thể, di sản văn hóa phi vật thể, di sản tư liệu và di sản hỗn hợp. Đây là nguồn tài nguyên vô cùng quý giá để phát triển du lịch Việt Nam trong thời đại toàn cầu hóa và hội nhập quốc tế.
Trong 26 Di sản Thế giới, chúng ta có: 3 di sản thiên nhiên thế giới (Vịnh Hạ Long, Vườn Quốc gia Phong Nha - Kẻ Bàng, Công viên địa chất toàn cầu - Cao nguyên đá Đồng Văn); 12 di sản văn hóa thế giới (Quần thể di tích Cố đô Huế, Khu đền tháp Mỹ Sơn, Phố cổ Hội An, Mộc bản triều Nguyễn, Bia đá các khoa thi Tiến sĩ triều Lê và Mạc, Khu di tích trung tâm Hoàng thành Thăng Long - Hà Nội, Thành nhà Hồ, Mộc bản Chùa Vĩnh Nghiêm - Bắc Giang, Châu bản triều Nguyễn, Quần thể danh thắng Tràng An, Thơ văn trên kiến trúc Cung đình Huế, Mộc bản trường học Phúc Giang - Hà Tĩnh); 11 di sản văn hóa phi vật thể thế giới (Nhã nhạc cung đình Việt Nam, Không gian văn hóa cồng chiêng Tây Nguyên, Dân ca Quan họ, Nghệ thuật ca trù, Hội Gióng ở đền Phù Đổng và đền Sóc, Hát Xoan ở Phú Thọ, Tín ngưỡng thờ cúng Hùng Vương, Nghệ thuật đờn ca tài tử Nam bộ, Dân ca Ví - Giặm Nghệ Tĩnh, Nghi lễ và trò chơi kéo co, Thực hành tín ngưỡng thờ Mẫu Tam Phủ của người Việt).
Hy vọng cuốn sách nhỏ này sẽ cung cấp cho bạn đọc tương đối đầy đủ những thông tin thú vị để chuẩn bị hành trình du lịch khám phá vẻ đẹp bất tận của đất nước Việt Nam.",Du Lịch Việt Nam Qua 26 Di Sản Thế Giới,48000,https://www.vinabook.com/images/thumbnails/product/240x/246608_p73559mimg939.jpg,Võ Văn Thành,,Nxb Tổng hợp TP.HCM,NXBTH TPHCM,9786045859346,264.0,Tiếng Việt,Bìa mềm,13.5,21.0,02/2017,208.0
