,topic,introduction,name,price,cover,authors,translator,publisher,printer,id,weight,language,format,width,height,publish_date,pages
151,khoa-hoc-co-ban,"""Mười vạn câu hỏi vì sao"" là bộ sách phổ cập khoa học dành cho lứa tuổi thanh thiếu niên, dùng hình thức trả lời hàng loạt câu hỏi ""Thế nào?"", ""Tại sao?"" để trình bày một cách đơn giản, dễ hiểu một khối lượng lớn các khái niệm, các phạm trù khoa học, các sự vật, hiện tượng, quá trình trong tự nhiên, xã hội và con người, giúp cho người đọc hiểu được các lý lẽ khoa học tiềm ẩn trong các hiện tượng, quá trình quen thuộc trong đời sống thường nhật...
Bộ sách gồm: 
Toán học 
Vật lí
Hóa học
Tin học
Khoa học môi trường
Khoa học công trình
Trái đất
Cơ thể người
Khoa học vũ trụ
Động vật
Thực vật
Sách cung cấp các tri thức khoa học cơ bản, vừa chú trọng phản ánh những thành quả và những ứng dụng mới nhất của lĩnh vực khoa học kĩ thuật đó. Các tập sách đều được viết với lời văn dễ hiểu, sinh động, hấp dẫn, hình vẽ minh họa chuẩn xác, tinh tế...là bộ sách tham khảo hỗ trợ kiến thức rất bổ ích cho bạn.
Mời bạn đón đọc.",Mười Vạn Câu Hỏi Vì Sao - Tri Thức Thế Kỉ 21 - Hóa Học,32000,https://www.vinabook.com/images/thumbnails/product/240x/35136_41679.jpg,,Từ Văn Mạc,NXB Giáo Dục,CTCP Sách Dịch,8934980023020,380.0,,Bìa mềm,13.0,21.0,04/2010,416
152,khoa-hoc-co-ban,"""Mười vạn câu hỏi vì sao"" là bộ sách phổ cập khoa học dành cho lứa tuổi thanh thiếu niên, dùng hình thức trả lời hàng loạt câu hỏi ""Thế nào?"", ""Tại sao?"" để trình bày một cách đơn giản, dễ hiểu một khối lượng lớn các khái niệm, các phạm trù khoa học, các sự vật, hiện tượng, quá trình trong tự nhiên, xã hội và con người, giúp cho người đọc hiểu được các lý lẽ khoa học tiềm ẩn trong các hiện tượng, quá trình quen thuộc trong đời sống thường nhật...
Bộ sách gồm: 
Toán học 
Vật lí
Hóa học
Tin học
Khoa học môi trường
Khoa học công trình
Trái đất
Cơ thể người
Khoa học vũ trụ
Động vật
Thực vật
Sách cung cấp các tri thức khoa học cơ bản, vừa chú trọng phản ánh những thành quả và những ứng dụng mới nhất của lĩnh vực khoa học kĩ thuật đó. Các tập sách đều được viết với lời văn dễ hiểu, sinh động, hấp dẫn, hình vẽ minh họa chuẩn xác, tinh tế...là bộ sách tham khảo hỗ trợ kiến thức rất bổ ích cho bạn.
Mời bạn đón đọc.",Mười Vạn Câu Hỏi Vì Sao - Tri Thức Thế Kỉ 21 - Vật Lí,35000,https://www.vinabook.com/images/thumbnails/product/240x/35135_41678.jpg,Phạm Văn Bình (Biên Dịch),,NXB Giáo Dục,CTCP Sách Dịch,8934994009515,396.0,,Bìa mềm,13.0,21.0,06/2010,436
153,khoa-hoc-co-ban,"""Mười vạn câu hỏi vì sao"" là bộ sách phổ cập khoa học dành cho lứa tuổi thanh thiếu niên, dùng hình thức trả lời hàng loạt câu hỏi ""Thế nào?"", ""Tại sao?"" để trình bày một cách đơn giản, dễ hiểu một khối lượng lớn các khái niệm, các phạm trù khoa học, các sự vật, hiện tượng, quá trình trong tự nhiên, xã hội và con người, giúp cho người đọc hiểu được các lý lẽ khoa học tiềm ẩn trong các hiện tượng, quá trình quen thuộc trong đời sống thường nhật...
Bộ sách gồm: 
Toán học 
Vật lí
Hóa học
Tin học
Khoa học môi trường
Khoa học công trình
Trái đất
Cơ thể người
Khoa học vũ trụ
Động vật
Thực vật
Sách cung cấp các tri thức khoa học cơ bản, vừa chú trọng phản ánh những thành quả và những ứng dụng mới nhất của lĩnh vực khoa học kĩ thuật đó. Các tập sách đều được viết với lời văn dễ hiểu, sinh động, hấp dẫn, hình vẽ minh họa chuẩn xác, tinh tế...là bộ sách tham khảo hỗ trợ kiến thức rất bổ ích cho bạn.
Mời bạn đón đọc.",Mười Vạn Câu Hỏi Vì Sao - Tri Thức Thế Kỉ 21 - Trái Đất,28000,https://www.vinabook.com/images/thumbnails/product/240x/35133_41676.jpg,Nguyễn Văn Mậu (Biên Dịch),,NXB Giáo Dục,CTCP Sách Dịch,8934980023013,330.0,,Bìa mềm,13.0,21.0,04/2010,358
154,khoa-hoc-co-ban,"""Mười vạn câu hỏi vì sao"" là bộ sách phổ cập khoa học dành cho lứa tuổi thanh thiếu niên, dùng hình thức trả lời hàng loạt câu hỏi ""Thế nào?"", ""Tại sao?"" để trình bày một cách đơn giản, dễ hiểu một khối lượng lớn các khái niệm, các phạm trù khoa học, các sự vật, hiện tượng, quá trình trong tự nhiên, xã hội và con người, giúp cho người đọc hiểu được các lý lẽ khoa học tiềm ẩn trong các hiện tượng, quá trình quen thuộc trong đời sống thường nhật...
Bộ sách gồm: 
Toán học 
Vật lí
Hóa học
Tin học
Khoa học môi trường
Khoa học công trình
Trái đất
Cơ thể người
Khoa học vũ trụ
Động vật
Thực vật
Sách cung cấp các tri thức khoa học cơ bản, vừa chú trọng phản ánh những thành quả và những ứng dụng mới nhất của lĩnh vực khoa học kĩ thuật đó. Các tập sách đều được viết với lời văn dễ hiểu, sinh động, hấp dẫn, hình vẽ minh họa chuẩn xác, tinh tế...là bộ sách tham khảo hỗ trợ kiến thức rất bổ ích cho bạn.
Mời bạn đón đọc.",Mười Vạn Câu Hỏi Vì Sao - Tri Thức Thế Kỉ 21 - Khoa Học Vũ Trụ,29000,https://www.vinabook.com/images/thumbnails/product/240x/35132_41675.jpg,Nguyễn Văn Mậu (Biên Dịch),,NXB Giáo Dục,CTCP Sách Dịch,8934980975138,350.0,,Bìa mềm,13.0,21.0,11/2009,392
155,khoa-hoc-co-ban,"Cuốn sách ""Sổ tay ôn tập kiến thức hóa học Trung học cơ sở"" được viết theo chương trình và SGK mới, nhằm cung cấp kiến thức cơ bản nhất về Hóa học cho các em học sinh...Những khái niệm, định nghĩa và định luật cơ bản của hóa học được viết cô đọng, dễ hiểu theo trình tự trong SGK và có nhiều ví dụ cụ thể để minh họa.
Trong quá trình học tập và ôn tập, học sinh cũng có thể dùng cuốn sách này để tra cứu, củng cố, ôn luyện và kiểm tra kiến thức của mình một cách thuận lợi, nhanh gọn và có hiệu quả cao.
Ngoài ra, sách còn giới thiệu một số nhà hóa học tiêu biểu của thế giới.
Mời bạn đón đọc.",Sổ Tay Ôn Tập Kiến Thức Hóa Học - Trung Học Cơ Sở,15000,https://www.vinabook.com/images/thumbnails/product/240x/35070_41613.jpg,Nguyễn Văn Thoại,,NXB Giáo Dục,CTCP Sách Dịch,,140.0,,Bìa mềm,11.0,18.0,09/2010,190
156,khoa-hoc-co-ban,"Sách được biên soạn trước hết nhằm giúp tra cứu về những kiến thức môn Toán được sắp xếp theo bảng chữ cái, trong sách có đưa ra những ví dụ minh họa, trong đó chú ý đến ví dụ thực tế về kĩ thuật và đời sống nhằm hướng dẫn kĩ năng thực hành cho bạn đọc. Sau nữa, sách có thể dùng làm sách học ôn chương trình toán ở phổ thông cơ sở.
Mời bạn đón đọc.",Sổ Tay Kiến Thức Toán - Trung Học Cơ Sở,31000,https://www.vinabook.com/images/thumbnails/product/240x/179547_p41606m004.jpg,Vũ Dương Thụy,,NXB Giáo Dục,CTCP Sách Dịch,8934980823576,300.0,,Bìa mềm,11.0,18.0,03/2009,403
157,khoa-hoc-co-ban,"Cuốn sách này được biên soạn nhằm giúp các bạn học sinh nắm được và có khả năng vận dụng các kiến thức vật lý trung học phổ thông, chuẩn bị tốt cho các kì kiểm tra học kì và đặc biệt là cho kì thi tốt nghiệp trung học phổ thông quốc gia và tuyển sinh vào các trường cao đẳng, đại học.
Nội dung các chủ đề bám sát chuẩn kiến thức và kĩ năng đã được quy định trong chương trình, giới thiệu một hệ thống kiến thức Vật lí phổ thông, cơ bản và phù hợp với những quan điểm hiện đại, bao gồm:
Các khái niệm về các sự vật, hiện tượng và các quá trình Vật lí thường gặp trong đời sống và sản xuất
Các đại lượng, các định luật và thuyết Vật lí cơ bản
Nội dung chính của một số thuyết Vật lí quan trọng
Các nội dung phổ biến của Vật lí trong sản xuất và đời sống....
Nội dung biểu thức vật lí trung học phổ thông trong cuốn sách này được trình bày ngắn gọn, dễ hiểu để các bạn dễ nhớ và vận dụng được khi làm các đề thi. 
Mời bạn đón đọc.",Sổ Tay Kiến Thức Vật Lí - Trung Học Phổ Thông,31000,https://www.vinabook.com/images/thumbnails/product/240x/35062_41605.jpg,Vũ Thanh Khiết,,NXB Giáo Dục,CTCP Sách Dịch,8934980998793,264.0,,Bìa mềm,11.0,18.0,06/2009,390
158,khoa-hoc-co-ban,"Để giúp các em học sinh hệ thống hóa kiến thức cơ bản và nâng cao chất lượng học tập môn Hóa học, bộ sách ""Sổ tay kiến thức Hóa học - Trung học phổ thông"" được biên soạn gồm các phần sau:
Chương 1: Cấu trúc nguyên tử
Chương 2: Bảng tuần hoàn và định luật tuần hoàn các nguyên tố hóa học
Chương 3: Phản ứng hóa học
Chương 4: Dung dịch
Chương 5: Nhóm Halogen
Chương 6: Nhóm oxi
Chương 7: Nitơ và photpho
Chương 8: Nhóm cacbon
...
Chương 12: Đại cương về hóa học hữu cơ
Chương 13: Hidrocacbon
Chương 14: Dẫn xuất halogen ancol - phenol
Chương 15: Anđehit - xeton - axit cacboxylic
...
Mời bạn đón đọc.",Sổ Tay Kiến Thức Hóa Học - Trung Học Phổ Thông,25000,https://www.vinabook.com/images/thumbnails/product/240x/35060_41603.jpg,Ngô Ngọc An,,NXB Giáo Dục,CTCP Sách Dịch,8934980832004,220.0,,Bìa mềm,11.0,18.0,06/2009,320
159,khoa-hoc-co-ban,"Để giúp các em học sinh hệ thống hóa kiến thức cơ bản và nâng cao chất lượng học tập môn Hóa học, bộ sách ""Sổ tay kiến thức Hóa học - Trung học cơ sở"" được biên soạn gồm các phần sau:
Phần I: Hóa học đại cương
Chương 1: Những khái niệm và một số định luật cơ bản của toán học
Chương 2: Phản ứng hóa học
Chương 3: Sơ lược về bảng tuần hoàn các nguyên tố hóa học
Chương 4: Các loại lượng chất vô cơ
...
Phần II: Hóa học vô cơ
Chương 7: Phi kim
Chương 8: Kim loại
Phần III: Hóa học hữu cơ 
Chương 9: Khái niệm về hợp chất hữu cơ và hóa học vô cơ
Chương 10: Hidrocacbon
Chương 11: Hợp chất hữu cơ có oxi
Chương 12: Gluxit
...
Mời bạn đón đọc.",Sổ Tay Kiến Thức Hóa Học - Trung Học Cơ Sở,11000,https://www.vinabook.com/images/thumbnails/product/240x/35058_41601.jpg,Ngô Ngọc An,,NXB Giáo Dục,CTCP Sách Dịch,,110.0,,Bìa mềm,11.0,18.0,06/2009,152
160,khoa-hoc-co-ban,"Nhằm giúp các em học sinh từ lớp 6 đến lớp 9 học tập, ôn tập và tra cứu các kiến thức vật lí học, cuốn Sổ tay kiến thức Vật lí Trung học cơ sở được biên soạn.
Cuốn sách sắp xếp các kiến thức theo trình tự các chương của mỗi lớp, các chương này được đánh số theo dạng chủ đề từ số 1 (chương đầu tiên của lớp 6) đến số 11 (chương cuối cùng của lớp 9):
Lớp 6: Cơ học, Nhiệt học
Lớp 7: Quang học, Âm học, Điện học
Lớp 8: Cơ học, Nhiệt học
Lớp 9: Điện học, Điện từ học, Quang học, Sự bảo toàn và chuyển hóa năng lượng
Ngoài kênh chữ còn có hình minh họa để giúp các em hiểu được một số kiến thức khó.
Mời bạn đón đọc.",Sổ Tay Kiến Thức Vật Lí - Trung Học Cơ Sở,11000,https://www.vinabook.com/images/thumbnails/product/240x/35057_41600.jpg,Vũ Thanh Khiết,,NXB Giáo Dục,CTCP Sách Dịch,,110.0,,Bìa mềm,11.0,18.0,06/2009,140
161,khoa-hoc-co-ban,"Cuốn sổ tay này trình bày cơ sở hóa học đại cương, vô cơ, hữu cơ với khối lượng nhiều hơn so với chương trình trung học phổ thông. Trong mỗi phần đều có những ví dụ giải bài toán mẫu và những bài toán tự giải. Cuốn sổ tay này còn đưa ra những bài toán được sưu tầm trong những kỳ thi tuyển vào đại học Tổng hợp Kiev trong những năm gần đây cho bạn đọc tham khảo.
Cuốn sổ tay này giúp ích cho cho giáo viên cũng như học sinh chuẩn bị thi vào các trường đại học và cao đẳng.
Mời bạn đón đọc.",Sổ Tay Hóa Học Sơ Cấp - Tập 1: Hóa Học Đại Cương,34000,https://www.vinabook.com/images/thumbnails/product/240x/35056_41599.jpg,A. T. Pilipenko,Lê Chí Kiên,NXB Giáo Dục,CTCP Sách Dịch,,300.0,,Bìa mềm,11.0,18.0,08/2009,436
162,khoa-hoc-co-ban,"Cuốn sổ tay này trình bày cơ sở hóa học đại cương, vô cơ, hữu cơ với khối lượng nhiều hơn so với chương trình trung học phổ thông. Trong mỗi phần đều có những ví dụ giải bài toán mẫu và những bài toán tự giải. Cuốn sổ tay này còn đưa ra những bài toán được sưu tầm trong những kỳ thi tuyển vào đại học Tổng hợp Kiev trong những năm gần đây cho bạn đọc tham khảo.
Cuốn sổ tay này giúp ích cho cho giáo viên cũng như học sinh chuẩn bị thi vào các trường đại học và cao đẳng.
Mời bạn đón đọc.",Sổ Tay Hóa Học Sơ Cấp - Tập 2: Hóa Vô Cơ,24000,https://www.vinabook.com/images/thumbnails/product/240x/35055_41598.jpg,A. T. Pilipenko,Lê Chí Kiên,NXB Giáo Dục,CTCP Sách Dịch,,220.0,,Bìa mềm,11.0,18.0,08/2009,312
163,khoa-hoc-co-ban,"Sau khi hoàn tất bộ SGK mới cho tất cả  các môn học từ lớp 1-12, bộ sách Sổ tay kiến thức cho tất cả các môn học dựa trên chương trình và SGK mới được biên soạn theo:
Dựa vào chương trình mới làm chuẩn kiến thức và kĩ năng, trình bày tóm lược, khái quát, mềm dẻo các kiến thức và kĩ năng cơ bản trong SGK mới.
Cung cấp thêm những kiến thức cần thiết về môn học mà SGK không có điều kiện phản ánh hoặc phản ánh chưa đầy đủ, giúp mở rộng và nâng cao hiểu biết cho học sinh,
Chú trọng nhiều đến rèn luyện phương pháp học tập, làm tóm tắt bài học, cách trình bày một đơn vị kiến thức cho học sinh.
Có các phụ lục thích hợp cung cấp cho giáo viên và học sinh những hiểu biết cần và đủ liên quan đến chương trình và SGK mới về môn học.
Theo hướng trên, Sổ tay kiến thức biên soạn mới, trong nhiều trường hợp có thể dùng thay SGK, rất bổ ích cho việc ôn tập cuối học kỳ và cuối năm cũng như việc ôn thi tốt nghiệp và thi ĐH, CĐ....
Mục lục
Phần 1: Số tự nhiên
Phần 2: Đại lượng và đo đại lượng
Phần 3: Hình học
Phần 4: Các dạng toán với bốn phép tính
Mời bạn đón đọc.",Sổ Tay Kiến Thức Toán Tiểu Học 1 - 2 - 3,8000,https://www.vinabook.com/images/thumbnails/product/240x/35054_41597.jpg,Phùng Như Thụy,,NXB Giáo Dục,NXB Giáo Dục,8934980023129,110.0,,Bìa mềm,11.0,18.0,09/2010,106
164,khoa-hoc-co-ban,"Bộ sách 199 câu đố thông minh đưa ra những câu hỏi và đáp án lý thú, khoa học liên quan đến tất cả các vấn đề về khoa học tự nhiên cũng như khoa học xã hội. Bộ sách không chỉ đơn thuần là những lời giải đáp về những thắc mắc khoa học mà còn là một công cụ hỗ trợ đắc lực cho các bạn.
""199 câu đố vật lý luyện trí thông minh"" gồm:
Vì sao vật nặng không thể bê được lại có thể dùng gậy bẩy lên được?
Vì sao nấu cơm bằng nồi áp suất lại chóng chín?
Vì sao đàn điện tử lại có thể phát ra những âm thanh êm dịu, dễ nghe?
Vì sao một xe chở xăng phải kéo lê một đoạn xích sắt?
Vì sao các nhà cao tầng lại phải đặt chống sét?
...
Mời bạn đón đọc.",199 Câu Đố Vật Lý Luyện Trí Thông Minh,31000,https://www.vinabook.com/images/thumbnails/product/240x/34718_41261.jpg,Hải Đăng,,Nxb Văn hóa Thông tin,Thăng Long,8935075921368,220.0,,Bìa mềm,14.5,20.5,09/2010,224
165,khoa-hoc-co-ban,"Bộ sách 199 câu đố thông minh đưa ra những câu hỏi và đáp án lý thú, khoa học liên quan đến tất cả các vấn đề về khoa học tự nhiên cũng như khoa học xã hội. Bộ sách không chỉ đơn thuần là những lời giải đáp về những thắc mắc khoa học mà còn là một công cụ hỗ trợ đắc lực cho các bạn.
""199 câu đố thiên văn học luyện trí thông minh"" gồm:
Phần I: Câu hỏi khoa học
Vì sao phải nghiên cứu thiên văn học?
Tại sao trong thiên văn học dùng năm ánh sáng để đo khoảng cáh?
Những thiên thể nào trong vũ trụ phát sóng điện từ mạnh nhất?
...
Phần II: Câu hỏi trắc nghiệm
Trong hệ Mặt trời hành tinh nào không có Mặt trăng?
Ai là người đầu tiên chứng minh Trái đất có dạng hình cầu?
Vệ tinh địa tĩnh là vệ tinh nhân tạo của Trái đất, với đặc điểm?
....
Mời bạn đón đọc.",199 Câu Đố Thiên Văn Học Luyện Trí Thông Minh,31000,https://www.vinabook.com/images/thumbnails/product/240x/34717_41260.jpg,Thanh An,,Nxb Văn hóa Thông tin,Thăng Long,8935075921351,220.0,,Bìa mềm,14.5,20.5,09/2010,232
166,khoa-hoc-co-ban,"Bộ sách 199 câu đố thông minh đưa ra những câu hỏi và đáp án lý thú, khoa học liên quan đến tất cả các vấn đề về khoa học tự nhiên cũng như khoa học xã hội. Bộ sách không chỉ đơn thuần là những lời giải đáp về những thắc mắc khoa học mà còn là một công cụ hỗ trợ đắc lực cho các bạn.
""199 câu đố sinh vật luyện trí thông minh"" gồm:
Vì sao tuổi thọ của hạt giống có loại dài, có loại ngắn?
Vì sao phải phân loại thực vật?
Vì sao mầm cây có loại một lá mầm, có loại hai lá mầm?
Vì sao bộ rễ cây đều dài và nhiều?
Vì sao dây thường xuân leo bám được trên tường cao?
...
Mời bạn đón đọc.",199 Câu Đố Sinh Vật Luyện Trí Thông Minh,26000,https://www.vinabook.com/images/thumbnails/product/240x/34716_41259.jpg,Hải Đăng,,Nxb Văn hóa Thông tin,Thăng Long,8935075921375,210.0,,Bìa cứng,14.5,20.5,09/2010,184
167,khoa-hoc-co-ban,"Bộ sách 199 câu đố thông minh đưa ra những câu hỏi và đáp án lý thú, khoa học liên quan đến tất cả các vấn đề về khoa học tự nhiên cũng như khoa học xã hội. Bộ sách không chỉ đơn thuần là những lời giải đáp về những thắc mắc khoa học mà còn là một công cụ hỗ trợ đắc lực cho các bạn.
""199 câu đố toán học luyện trí thông minh"" gồm:
Câu hỏi khoa học
Nguồn gốc của cách đếm?
Số 0 có ý nghĩa không?
Bắt thăm trước có lợi hay bắt thăm sau có lợi?
Người Hy Lạp tính toán thế nảo vào năm 100 năm trước công nguyên?
Người nguyên thủy ghi các con số như thế nào?
...
Câu hỏi trắc nghiệm
Mời bạn đón đọc.",199 Câu Đố Toán Học Luyện Trí Thông Minh,31000,https://www.vinabook.com/images/thumbnails/product/240x/34715_41258.jpg,Hải Đăng,,Nxb Văn hóa Thông tin,Thăng Long,8935075921313,240.0,,Bìa mềm,14.5,20.5,09/2010,230
168,khoa-hoc-co-ban,"Khảo Cổ Học Bình Dân Nam Bộ - Việt Nam - Từ Thực Nghiệm Đến Lý Thuyết
Tập sách này được biên soạn nhằm giới thiệu cho sinh viên ngành khảo cổ, lịch sử, nhân học, văn hóa học và những người quan tâm, một cách ứng dụng lý thuyết mới vào lĩnh vực cụ thể là ""khảo cổ học Nam Bộ"".
Mục lục:
Phần 1: Dẫn nhập
Phần 2: Kinh nghiệm điền dã
1. Ghi chép dọc đường
Với Sài Gòn
Đất và người Bến Tre
Về Bình Dương thăm nhà cổ
Hội An đêm trăng 14
Hoài niệm xứ Đoài
...
2. Mô tả khảo cổ
Về một loại trang sức cổ độc đáo: khuyên tai hình hai đầu thú
Cổ vật gốm trong văn hóa Óc Eo
Đồ gốm cổ tìm thấy ở sông Đồng Nai
Vài nét về vũ khí cổ Việt Nam
Tìm hiểu kỹ thuật sản xuất lu gốm
...
Phần 3: Phân loại và quy chiếu
1. Hệ tọa độ
Văn hóa Óc Eo: Một nền văn hóa cổ ở Nam Bộ
Hệ thống di tích khảo cổ giai đoạn tiền Óc Eo
Văn hóa Sa Huỳnh nhìn từ văn hóa Đồng Nai
Táng tục mộ chum ở Đông Nam Á
2. Hệ thống hóa
Hệ thống di tích khảo cổ học Thành phố Hồ Chí Minh
Vùng gốm Đông Nam Bộ
Vài nét về văn hóa khảo cổ Đồng Nai
Khảo cổ học Nam Bộ - Việt Nam nhìn từ môi trường sinh thái
3. Nam Bộ nhìn từ khảo cổ
Cần Giờ hai ngàn năm trước
Xóm Lò Gốm Sài Gòn xưa
Đô thị Sài Gòn - Một góc nhìn
Đô thị Nam Bộ thời cận đại
Phần 4: Khảo cổ học ứng dụng
Khu di tích Ba Thê - Óc Eo (An Giang) và vấn đề bảo tồn di tích văn hóa Óc Eo hiện nay
Vài suy nghĩ về việc bảo tồn khi di tích Hoàng thành Thăng Long
Di sản văn hóa không phải là vô tận
Khảo cổ học trong công tác bảo tàng
Nhớ thầy Trần Quốc Vượng
...
Mời bạn đón đọc.",Khảo Cổ Học Bình Dân Nam Bộ - Việt Nam - Từ Thực Nghiệm Đến Lý Thuyết,72000,https://www.vinabook.com/images/thumbnails/product/240x/34583_41126.jpg,"TS. Nguyễn Thị Hậu, ThS. Lê Thanh Hải",,Nxb Tổng hợp TP.HCM,NXBTH TPHCM,1109050051716,440.0,,Bìa mềm,14.5,20.5,08/2010,424
169,khoa-hoc-co-ban,"Mục lục
Mời bạn đón đọc",Thế Giới Động Vật Bao Điều Kỳ Thú,36000,https://www.vinabook.com/images/thumbnails/product/240x/33470_40011.jpg,"Thái Sơn - Khánh Minh (Sưu Tầm, Biên Soạn)",,NXB Thanh Niên,Phương Đông,8936047860456,242.0,,Bìa mềm,13.0,20.5,05/2010,262
170,khoa-hoc-co-ban,"Bạn có thể mở bất kì trang nào mình thích cuốn sách này để đọc, vì nó được trình bày để bạn đọc như thế. Chương sách đều độc lập với nhau. Mỗi khi bạn thích đọc một chương mẩu chuyện toán học, hãy mở đầu của cuốn sách. Còn muốn giải một câu đố, chơi một trò chơi hay tìm hiểu một mẹo toán, hãy tìm đến phần sau của cuốn sách.
Các bạn đừng do dự trả lời các câu hỏi, giải các bài toán, tiến hành những thí nghiệm và phần tự nguyên cứu ở từng chương. Tất cả điều được xây dựng để giúp bạn khám phá các ý tưởng toán học và thư giãn thật thoải mái. Nếu gặp một câu hỏi hoặc bài toán chưa trả lời được, bạn đừng nên xem lời giải ngay mà hãy cố gắng ngẫm nghĩ vài ngày. Lời giải của bài toán đôi khi chỉ xuất hiện khi bạn dành một khoảng thời  gian để suy nghỉ về nó mà thôi.
Mời bạn đón đọc.",Flexagon Zillion Và Những Ý Tưởng Toán Học Khác,25000,https://www.vinabook.com/images/thumbnails/product/240x/32408_38946.jpg,Theoni Pappas,,NXB Kim Đồng,Long Minh,,220.0,,Bìa mềm,16.0,24.0,03/2010,126
171,khoa-hoc-co-ban,"""Niềm vui toán học"" gợi mở các khái niệm, ý tưởng, các câu hỏi, lịch sử, các bài toán và những trò giải trí nhằm giúp bạn hiểu hơn về bản chất và tầm ảnh hưởng của toán học trong cuộc sống. 
Tận hưởng niềm vui trong toán học chính là khi ta hiểu ra rằng toán học hoàn toàn không phải là một môn học xa rời với những thứ xung quanh ta và làm ta khó chịu với những cuốn sổ sách chưa quyết toán hay những cỗ máy tính phức tạp. Rất ít người trong chúng ta hiểu được bản chất của toán học vốn dĩ là gắn liền với môi trường và cuộc sống. Vô vàn thứ trong đời sống hàng ngày của con người có thể mô tả được bằng toán học. Các khái niệm toán học thậm chí còn hiện hữu ngay cả trong cấu trúc của những tế bào. 
Cuốn sách này sẽ giúp bạn nhận biết về mối quan hệ không thể tách rời của toán học với thế giới tự nhiên thông qua việc giới thiệu những khái niệm và hình ảnh của toán học trong muôn mặt đời sống. 
Niềm vui trong toán học cũng giống như cảm giác khi mới khám phá điều gì đó lần đầu tiên. Như cảm giác của trẻ thơ trước những kì quan của thế giới vậy. Một khi bạn đã trải qua nó, bạn sẽ không bao giờ quên được - cảm giác ấy có thể hứng thú như lần đầu tiên bạn nhìn vào kính hiển vi thấy những vật vẫn luôn ở xung quanh mà bình thường mắt bạn không thể nào nhìn thấy được.
""Niềm vui toán học giúp người đọc hiểu thêm về mối liên hệ mật thiết giữa toán học và thế giới này bằng các khái niệm và hình ảnh của toán học hiện diện trong mọi lĩnh vực của đời sống chúng ta"" - Science News
 ""Niềm vui toán học mang thế giới toán học đến với bạn đọc bằng một cách thức chuẩn mực nhưng rất mới mẻ...Tôi chân thành khuyên các bạn nên đọc"" - The Mathematics Teacher
Mời bạn đón đọc.
Cuốn sách được phân chia theo các chủ đề khác nhau, được sắp xếp tự nhiên phù hợp với mọi đối tượng độc giả: từ những người có trình độ uyên thâm đến những người chỉ khám phá Toán học với mục đích giải trí.
""Niềm vui toán học"" là kết quả của một quá trình dài nghiên cứu về Toán học của Theoni Pappas. Bà đã tốt nghiệp trường ĐH California tại Berkeley năm 1966 và nhận bằng Thạc sĩ tại trường ĐH Stanford năm 1967. Không chỉ có ""Niềm vui toán học"", bà đã đúc kết kinh nghiệm của những năm làm giáo viên dạy toán, làm chuyên gia cố vấn toán học trong bộ sách toán 6 quyển của mình: ""Sự kỳ diệu của toán học"", ""Những cuộc phiêu lưu của Penrose - chú mèo ham học toán"", ""Những cuộc phiêu lưu mới của Penrose - chú mèo ham học toán"", ""Fractal Googol và những câu chuyện toán học khác"", Flexagon, Zillion và những ý tưởng toán học khác"". Trong đó, cuốn ""Niềm vui toán học"" đã được tái bản 20 lần tại Mỹ và được dịch ra nhiều thứ tiếng trên thế giới như: Nhật, Slovakia, Séc, Hàn Quốc, Trung Quốc, Tây Ban Nha....
Hoàng Tuấn (Báo Dân Trí)",Niềm Vui Toán Học - Khám Phá Toán Học Quanh Ta,52000,https://www.vinabook.com/images/thumbnails/product/240x/31930_38465.jpg,Theoni Pappas,Trần Quốc Long,NXB Kim Đồng,Long Minh,,330.0,,Bìa mềm,14.0,20.5,10/2009,248
172,khoa-hoc-co-ban,"Sự kì diệu của Toán học - Thế giới của các ý tưởng, tìm hiểu những nhịp điệu mà toán học đã mang lại cho cuộc sống của chúng ta và giúp bạn khám phá toán học trong cả những điều ít ngờ đến nhất. 
Bạn không cần giải các bài toán, cũng không nhất thiết phải là một nhà toán học để có thể khám phá sự kỳ diệu của toán học. Quyển sách này là một bộ sưu tập các ý tưởng ít nhiều có liên quan đến các khái niệm toán. Nó không là một cuốn sách giáo khoa, không đòi hỏi bạn phải giỏi toán và cũng sẽ không làm bạn tốn nhiều công sức để hiểu được. Sự kì diệu của Toán học tập trung viết về thế giới của những ý tưởng, những khám phá và các quy luật toán học trong cuộc sống của chúng ta. Nó sẽ phần nào giúp bạn tìm hiểu toán học ngay tại những nơi mà bạn ít ngờ tới nhất. 
Mời bạn đón đọc.",Sự Kì Diệu Của Toán Học  - Tái bản 05/10/2010,64000,https://www.vinabook.com/images/thumbnails/product/240x/31929_38464.jpg,Theoni Pappas,Lưu Mạnh Hùng,NXB Kim Đồng,Long Minh,8935036616203,450.0,,Bìa mềm,14.0,20.5,05/2010,348
